label,tweet
0,"r t "" "" g r e e n t e a m 1 9 9 2 "" "" m i c h a e l "" "" h u s s e y "" "" t h e "" "" b a t t i n g "" "" c o a c h "" "" o f "" "" c h e n n a i "" "" s u p e r "" "" k i n g s "" "" w a s "" "" t e s t e d "" "" p o s i t i v e "" "" f o r "" "" c o v i d "" "" 1 9 "" "" o n "" "" t u e s d a y "" "" h e "" "" h a s "" "" g o n e "" "" i n t o"
1,"r t "" "" k k r i d e r s "" "" d k "" "" a c t s "" "" d h a w a n "" "" r e a c t s "" "" k k r "" "" i p l 2 0 2 1"
0,"i p l "" "" 2 0 2 1 "" "" d a v i d "" "" h u s s e y "" "" s h a t t e r e d "" "" a s "" "" b c c i "" "" c a l l s "" "" o f f "" "" t h e "" "" t o u r n a m e n t "" "" i n d e f i n i t e l y "" "" i p l 2 0 2 1"
1,"m s "" "" e x c e l "" "" v l o o k u p "" "" f o r m u l a "" "" h o w "" "" t o "" "" u s e "" "" v l o o k u p "" "" i n "" "" t h i s "" "" v i d e o "" "" w e "" "" w i l l "" "" l e a r n "" "" s i m p l e "" "" u s e"
1,"u p d a t e "" "" t h e "" "" i n d i a n "" "" p r e m i e r "" "" l e a g u e "" "" g o v e r n i n g "" "" c o u n c i l "" "" i p l "" "" g c "" "" a n d "" "" b o a r d "" "" o f "" "" c o n t r o l "" "" f o r "" "" c r i c k e t "" "" i n "" "" i n d i a "" "" b c c i "" "" i n "" "" a n"
1,"r t "" "" m u m b a i i n d i a n s t n "" "" s t a y "" "" s a f e "" "" m i p a l t a n "" "" a n d "" "" t h a n k s "" "" f o r "" "" e n t e r t a i n i n g "" "" u s "" "" o n e f a m i l y "" "" m i"
0,"r t "" "" s i v a k u m a r "" "" t v m "" "" i p l "" "" 2 0 2 1 "" "" h a s "" "" b e e n "" "" s u s p e n d e d "" "" i n d e f i n i t e l y "" "" a f t e r "" "" f e w "" "" p l a y e r s "" "" a n d "" "" s t a f f "" "" t e s t "" "" p o s i t i v e "" "" f o r "" "" c o v i d "" "" 1 9 "" "" i p l 2 0 2 1 "" "" s u s p e n d e d "" "" c"
1,"t h e "" "" i p l "" "" i s "" "" c u r r e n t l y "" "" t a k i n g "" "" a "" "" s t r a t e g i c "" "" t i m e o u t "" "" i t "" "" w i l l "" "" b o u n c e "" "" b a c k "" "" s t r o n g e r "" "" i p l p o s t p o n e d "" "" i p l 2 0 2 1"
0,"t o m o r r o w "" "" c s k "" "" v s "" "" r r "" "" m a t c h "" "" p o s t p o n e d "" "" i p l 2 0 2 1 "" "" c s k v s r r "" "" c s k v r r "" "" s r h v m i"
0,"s a d "" "" n e w s "" "" f o r "" "" a l l "" "" t h e "" "" i p l "" "" f a n s "" "" i p l "" "" h a s "" "" b e e n "" "" s u s p e n d e d "" "" u n t i l "" "" f u r t h e r "" "" n o t i c e "" "" i p l "" "" i p l "" "" i p l 2 0 2 1 "" "" i p l s u s p e n d e d"
1,"r t "" "" e n d u r a m a s s 1 1 "" "" p o s t e d "" "" w i t h r e g r a m "" "" p u n j a b k i n g s i p l "" "" w h e n "" "" i t "" "" c o m e s "" "" t o "" "" s a f e t y "" "" s a f e "" "" t o "" "" s a y "" "" w e "" "" t r u s t "" "" e n d u r a m a s s "" "" s a d d a p u n j a b "" "" p u n j a b k i"
1,"a m u l "" "" c o o p "" "" a "" "" l o v e s "" "" e a t i n g "" "" c h o c o l a t e s "" "" s a n d e e p "" "" s h a r m a "" "" b "" "" h e "" "" w a s "" "" m e n t o r e d "" "" u n d e r "" "" r a h u l "" "" d r a v i d "" "" h e "" "" i d o l i s e s "" "" z a h e"
0,"r t "" "" a b d u l l a h n e a z "" "" m u f a d d a l "" "" v o h r a "" "" e i g h t "" "" o f "" "" t h e "" "" 1 1 "" "" e n g l a n d "" "" p l a y e r s "" "" a t "" "" i p l 2 0 2 1 "" "" a r r i v e d "" "" b a c k "" "" i n "" "" t h e "" "" u k "" "" t h i s "" "" m o r n i n g "" "" a n d "" "" w i l l "" "" q u a r a n t i n e "" "" f o r"
1,"r t "" "" d e v a n s h u r a j 8 2 "" "" w h o "" "" w i n "" "" t o d a y "" "" m a t c h "" "" k k r v r c b "" "" k k r v s r c b "" "" r c b v k k r "" "" r c b v k k r "" "" r c b "" "" k k r h a i t a i y a a r "" "" k k r"
0,"r t "" "" y a s h u r a k u l "" "" r i s e r s "" "" r i g h t "" "" n o w "" "" s r h v s m i "" "" s r h "" "" s u n r i s e r s h y d e r a b a d "" "" i p l c a n c e l "" "" i p l s u s p e n d e d"
1,"r t "" "" r o c k w i t h b o a t "" "" l i v e "" "" p h o t o "" "" o f "" "" m i "" "" f a n s "" "" r i g h t "" "" n o w "" "" k i e r o n "" "" p o l "" "" l o r d "" "" i s "" "" o n "" "" s o u n d o f c h a m p i o n s "" "" m i v c s k"
1,"r t "" "" i p l "" "" r u s s e l l 1 2 a "" "" s m a s h e d "" "" 5 "" "" 4 "" "" o f f "" "" 2 "" "" 2 "" "" d e l i v e r i e s "" "" a g a i n s t "" "" c s k "" "" l e t "" "" r e v i s i t "" "" m u s c l e "" "" r u s s e l l "" "" s "" "" e x p l o s i v e "" "" k n o c k "" "" w h i c h "" "" i n c l u d e d "" "" 6"
0,"r t "" "" c r i c k e t r a c k e r "" "" f r o m "" "" c o v i d "" "" s c a r e "" "" i n "" "" k k r "" "" c a m p "" "" t o "" "" i p l "" "" g e t t i n g "" "" p o s t p o n e d "" "" h e r e "" "" a r e "" "" t h e "" "" f u l l "" "" d e t a i l s "" "" i p l "" "" b c c i "" "" c s k "" "" m i "" "" r c b "" "" s r h "" "" p b k s"
0,"r t "" "" d r e a m s "" "" t a a "" "" w h a t "" "" t o "" "" d o "" "" a f t e r "" "" u n p r o t e c t e d "" "" s e x "" "" s o u r c e "" "" s o u l c i t y "" "" s a "" "" m a k e h i v h i s t o r y "" "" u n p r o t e c t e d s e x "" "" s r h "" "" s e x u a l r e p r o d u c t i v e h e a l t h"
1,"t o p "" "" 5 "" "" p e r f o r m a n c e s "" "" i n "" "" a "" "" m a t c h "" "" o f "" "" i p l "" "" 2 0 2 1 "" "" w h i c h "" "" i s "" "" t h e "" "" b e s t "" "" p e r f o r m a n c e "" "" a c c o r d i n g "" "" t o "" "" y o u "" "" i p l "" "" t o p 5 "" "" p e r f o r m a n c"
1,"r t "" "" v i r a t a r m y k a "" "" d i d "" "" y o u "" "" k n o w "" "" g u y s "" "" k i n g "" "" k o h l i "" "" s c o r e d "" "" 1 0 0 0 0 "" "" r u n s "" "" i n "" "" t h e "" "" s p a n "" "" o f "" "" 4 "" "" y e a r s "" "" 2 0 1 6 "" "" 2 0 1 9 "" "" a c r o s s "" "" a l l "" "" f o r m a t s "" "" u n r e a l "" "" g o a t "" "" i"
1,"d e l h i "" "" c a p i t a l s "" "" b e a t "" "" p u n j a b "" "" k i n g s "" "" b y "" "" 7 "" "" w i c k e t s "" "" i p l "" "" i p l 2 0 2 1 "" "" d c v s p b k s "" "" d c "" "" p b k s "" "" d e l h i c a p i t a l s "" "" p u n j a b k i n g s"
1,"r t "" "" t h y v i e w "" "" w h a t "" "" c h a n g e s "" "" s h o u l d "" "" s r h "" "" m a k e "" "" i n "" "" t h e i r "" "" p l a y i n g "" "" 1 1 "" "" i p l 2 0 2 1"
1,"r t "" "" c r i c k e t r a c k e r "" "" s i n c e "" "" 2 0 1 8 "" "" r c b "" "" w o n "" "" 2 3 "" "" m a t c h e s "" "" i n "" "" i p l "" "" o u t "" "" o f "" "" t h e s e "" "" 2 3 "" "" a b "" "" d e "" "" v i l l i e r s "" "" w o n "" "" 1 0 "" "" m a n "" "" o f "" "" t h e "" "" m a t c h "" "" a w a r d s "" "" d c v s r c b "" "" a b d e v i"
1,"s r h "" "" a n d "" "" k k r "" "" f a n s "" "" k o y y a "" "" d a n c e "" "" l e "" "" i n k a"
1,"r t "" "" c i r c l e o f c r i c k e t "" "" i t "" "" i s "" "" c e r t a i n l y "" "" u p "" "" t h e r e "" "" i t "" "" i s "" "" m y "" "" f i r s t "" "" h u n d r e d "" "" i n "" "" t 2 0 "" "" c r i c k e t "" "" i "" "" a m "" "" d e l i g h t e d "" "" j o s b u t t l e r "" "" s a i d "" "" r r "" "" r r v s r h "" "" i p"
1,"r t "" "" r o n a l d "" "" v a n l o o n "" "" m a c h i n e l e a r n i n g "" "" i s "" "" c h a n g i n g "" "" t h e "" "" w a y "" "" r e t a i l e r s "" "" d o "" "" b u s i n e s s "" "" b y "" "" g g o t t s e g e n "" "" b u i l t i n "" "" g o "" "" t o "" "" a i"
0,"r c b "" "" t h i s "" "" w a s "" "" y o u r "" "" o n l y "" "" c h a n c e"
1,"t h i s "" "" i s "" "" t h e "" "" s i t u a t i o n "" "" r i g h t "" "" n o w "" "" f o r "" "" e v e r y "" "" o n e "" "" e s p e c i a l l y "" "" i p l "" "" l o v e r s "" "" a c r o s s "" "" t h e "" "" w o r l d "" "" f e e l i n g "" "" b o r e "" "" w i t h o u t"
0,"k l "" "" r a h u l "" "" u n d e r g o e s "" "" s u r g e r y "" "" f o r "" "" a p p e n d i c i t i s "" "" h e "" "" i s "" "" l i k e l y "" "" t o "" "" j o i n "" "" t h e "" "" b i o "" "" b u b b l e "" "" a f t e r "" "" s e r v i n g "" "" t h e "" "" m a n d a t o r y"
1,"r t "" "" k a n e z a d i a n e "" "" t h i s "" "" i s "" "" a "" "" a u t o m a t e d "" "" b r i c k "" "" l a y i n g "" "" r o b o t "" "" b y "" "" t e c h i n s i d e r "" "" r o b o t i c s "" "" a i "" "" a u t o m a t i o n "" "" m a c h i n e l e a r n i n g "" "" a r t i f i c i a l i n t e l l i g e n c e"
1,"b c c i "" "" i p l "" "" i "" "" g u e s s "" "" i t "" "" w a s "" "" t h e "" "" r i g h t "" "" c a l l "" "" i t "" "" w i l l "" "" o n l y "" "" c o m e "" "" b a c k "" "" s t r o n g e r "" "" a n d "" "" b e t t e r "" "" r c b"
1,"m "" "" s "" "" d h o n i "" "" f i n a n c i a l "" "" a s s i s t a n c e "" "" c h e n n a i "" "" t e a m "" "" c a p t a i n "" "" m s d "" "" d o n a t e d "" "" t h i s "" "" y e a r "" "" s "" "" i p l "" "" p r o c e e d s "" "" t o "" "" b u y "" "" t h e "" "" f u l l "" "" o x y g e n"
1,"k i e r o n "" "" p o l l a r d "" "" d o m i n a t e s "" "" t h e "" "" c h a r t "" "" k i e r o n p o l l a r d "" "" g l e n n m a x w e l l "" "" m u m b a i i n d i a n s "" "" r c b "" "" m i "" "" i p l 2 0 2 1 "" "" u f a p l a y 1 1"
1,"r t "" "" b r a n d k l o u d "" "" t h o m a s "" "" g "" "" n t h e r "" "" l i k e s "" "" t h e "" "" p o w e r "" "" o f "" "" k n o w l e d g e "" "" h a r w a r d u n i v e r s i t y "" "" l i n u x "" "" a p p l e "" "" m i"
0,"r t "" "" c r i c k e t r a c k e r "" "" a m i d "" "" c o v i d "" "" 1 9 "" "" c o n c e r n s "" "" i n "" "" t h e "" "" b u b b l e "" "" s h o u l d "" "" t h e "" "" b c c i "" "" c o n t i n u e "" "" w i t h "" "" i p l "" "" a s "" "" p e r "" "" s c h e d u l e "" "" c s k "" "" m i "" "" r c b "" "" s r h "" "" p b k s "" "" d c "" "" r"
0,"e v e n "" "" t h e "" "" e n t i r e "" "" i p l "" "" d i d n "" "" t "" "" l i k e d "" "" t h e "" "" f o r m "" "" r c b "" "" w e r e "" "" i n "" "" t h i s "" "" t i m e "" "" i p l 2 0 2 1 "" "" r c b"
1,"m e a n w h i l e "" "" b c c i "" "" d e a r "" "" i "" "" c a n "" "" d o "" "" a n y t h i i n g "" "" f o r "" "" y o u r "" "" h a p p i n e s s "" "" i p l s u s p e n d e d "" "" s r h "" "" s r h v m i "" "" k a v i y a m a r a n"
1,"p r o u d "" "" o f "" "" y o u "" "" m i p a l t a n "" "" m i "" "" o n e f a m i l y"
0,"r t "" "" a b p l i v e n e w s "" "" r c b "" "" h a d "" "" a "" "" g e n u i n e "" "" s h o t "" "" a t "" "" t h e "" "" i p l 2 0 2 1 "" "" b u t "" "" c o v i d 1 9 "" "" r o b b e d "" "" t h e "" "" r c b "" "" f a n s "" "" t h e y "" "" a r e "" "" t h e "" "" l i v e r p o o l "" "" o f "" "" i p l "" "" c h e c k "" "" o u t "" "" t h"
0,"i n "" "" d e a r b o r n "" "" m i "" "" t h e "" "" c u r r e n t "" "" t e m p e r a t u r e "" "" i s "" "" 1 2 "" "" 8 4 "" "" d e g r e e s "" "" c e l c i u s "" "" a n d "" "" i t "" "" i s "" "" h e a v i l y "" "" o v e r c a s t"
1,"k k r "" "" t h i s "" "" s e a s o n "" "" i p l c a n c e l "" "" k k r"
1,"1 9 9 "" "" t a r g e t "" "" s r h "" "" w o h "" "" w a r n e r "" "" m a y y a "" "" m i "" "" w i n "" "" a v v u d d o "" "" l e d o"
1,"r e v e e n "" "" j o e l "" "" p u n j a b "" "" s h o u l d "" "" r e l e a s e "" "" p o o r a n "" "" i "" "" w o u l d "" "" l o v e "" "" t o "" "" s e e "" "" h i m "" "" i n "" "" m y "" "" t e a m "" "" r c b"
0,"d a v i d "" "" w a r n e r "" "" f a n s "" "" w e r e n t "" "" a "" "" h a p p y "" "" l o t "" "" a f t e r "" "" h e "" "" w a s "" "" a l s o "" "" l e f t "" "" o u t "" "" o f "" "" t h e "" "" p l a y i n g "" "" x i "" "" b y "" "" s r h "" "" i p l 2 0 2 1"
1,"d h o n i i s m "" "" m s d h o n i "" "" f a f 1 3 0 7 "" "" o n l y "" "" h e "" "" s c o r e d "" "" 4 "" "" c o n s e c u t i v e "" "" f i f t i e s "" "" i n "" "" l a s t "" "" 4 "" "" i n n i n g s "" "" o f "" "" i p l "" "" h e "" "" i s "" "" p l a y e d "" "" s o "" "" c h"
1,"v o t e "" "" m i "" "" r e t w e e t "" "" a n d "" "" s p r e a d "" "" m a x "" "" j a d h a v k a m a n t r a "" "" s r h "" "" c s k "" "" m i "" "" r c b"
1,"s a f e "" "" t r a v e l s "" "" g m a x i "" "" 3 2 "" "" y o u v e "" "" b e e n "" "" f a n t a s t i c "" "" f o r "" "" u s "" "" s t a y "" "" s a f e "" "" r c b"
1,"r t "" "" t m a s t e r v j "" "" w e "" "" w a n t "" "" v a a t h i "" "" r a i d "" "" b a c k "" "" a g a i n "" "" m i "" "" v a l i m a i"
0,"r t "" "" a m a r a b s t e r "" "" s h o u l d "" "" t a k e "" "" a c t i o n "" "" o r "" "" b a n "" "" h i m "" "" f o r "" "" s o m e "" "" d a y s "" "" c h a k a r a v a r t h y 2 9 "" "" t h i s "" "" m a n "" "" m a d e "" "" k k r "" "" c a m p "" "" t r o u b l e "" "" c a m p "" "" h o w "" "" c a r e l e s s "" "" h e "" "" a n d "" "" k k r"
0,"a f t e r "" "" s u s p e n d e d "" "" i p l "" "" 2 0 2 1 "" "" n e w "" "" p o i n t s "" "" t a b l e "" "" f o l l o w "" "" m e "" "" a c a h i n d i "" "" a c a h i n d i "" "" f o r "" "" i p l "" "" 2 0 2 1 "" "" n e w s "" "" a n d "" "" u p d a t e "" "" f o l l o w"
0,"r t "" "" h e r e r i s h i t w e e t s "" "" w h e n "" "" u "" "" r e a l i s e d "" "" i p l "" "" 2 0 2 1 "" "" g o t "" "" c a n c e l e d "" "" i p l 2 0 2 1 "" "" i p l c a n c e l "" "" v i v o i p l "" "" k k r"
1,"r t "" "" s a t i s h p a w a r 6 9 0 8 "" "" r c b t w e e t s "" "" e n s u r e "" "" s a f e "" "" t r a v e l "" "" b a c k "" "" h o m e "" "" f o r "" "" o u r "" "" o v e r s e a s "" "" p l a y e r "" "" i p l c a n c e l "" "" r c b"
0,"t h a l a "" "" v s "" "" t h a l a p a t h y "" "" f a n s "" "" f i r s t "" "" o n l i n e "" "" f i g h t "" "" w i t h "" "" p r o o f "" "" l i n k "" "" s u b s c r i b e "" "" a n d "" "" s u p p o r t"
1,"r t "" "" k e d a r j f a n 1 0 1 "" "" o n c e "" "" u p o n "" "" a "" "" t i m e "" "" i n "" "" i c t "" "" t o p "" "" o r d e r "" "" b a t s m e n "" "" i n d i a "" "" j a d h a v k a m a n t r a "" "" i c t "" "" i p l 2 0 2 1 "" "" s r h "" "" c s k "" "" m i "" "" r c b"
1,"r t "" "" e d g i s t i f y "" "" e d g i s t i f y "" "" d e m o n s t r a t e s "" "" a "" "" h e r o i c "" "" l e a d e r s h i p "" "" w h e n "" "" i t "" "" c o m e s "" "" t o "" "" o f f e r i n g "" "" o n "" "" d e m a n d "" "" w a r e h o u s i n g "" "" s o l u t i o n s "" "" t o "" "" o u r "" "" c l i e n t s "" "" w e "" "" a"
1,"r t "" "" v a m s h i 1 2 5 2 7 "" "" c s k "" "" h a t e r s "" "" s a i d "" "" t h a t "" "" t h i s "" "" i s "" "" t e s t "" "" t e a m "" "" i n "" "" i p l "" "" 2 0 2 1 "" "" i n "" "" m i d "" "" h a l f "" "" o f "" "" t o u r n a m e n t "" "" b u t "" "" m o s t "" "" r u n s "" "" i n "" "" i p l "" "" i s "" "" c s k "" "" 1 2 8 5 "" "" m o s t "" "" s i x e s"
1,"m o s t "" "" h a p p i e s t "" "" f a n s "" "" k a v y a m a r a n "" "" a n d "" "" s r h "" "" s h a r u k h "" "" k h a n "" "" a m p "" "" k k r "" "" i p l 2 0 2 1"
0,"r v c j "" "" f b "" "" o n l y "" "" s r h"
1,"d e s i r e e "" "" d u e l l "" "" w o u l d "" "" l o v e "" "" t o "" "" s h o w "" "" y o u "" "" t h e "" "" l i s t i n g "" "" a t "" "" 2 2 2 6 "" "" l a w n d a l e "" "" a v e n u e "" "" f l i n t "" "" m i "" "" r e a l e s t a t e"
1,"r t "" "" p r a s h a n t d o c e a n "" "" a m u l "" "" c o o p "" "" a "" "" s a n d e e p "" "" s h a r m a "" "" b "" "" k h a l e e l "" "" a h m e d "" "" c "" "" v i j a y "" "" s h a n k a r "" "" d i l c h i l l e r "" "" a m u l k o o l "" "" c h i l l y o u r d i l "" "" s r h "" "" a m u l "" "" c o o p"
1,"w e "" "" a r e "" "" a l l "" "" i n "" "" t h i s "" "" t o g e t h e r "" "" s t a y "" "" h o m e "" "" s t a y "" "" s a f e "" "" s t a y h o m e "" "" r c b "" "" i p l c a n c e l "" "" i p l p o s t p o n e d "" "" i p l 2 0 2 1"
1,"8 "" "" y e a r s "" "" a g o "" "" w h e n "" "" i "" "" m e t "" "" h i m "" "" f o r "" "" t h e "" "" f i r s t "" "" t i m e "" "" a t "" "" t h e "" "" i p l "" "" s r k "" "" s h a h r u k h k h a n "" "" k k r "" "" i p l "" "" d e l h i "" "" t h r o w b a c k"
0,"r t "" "" e s p n c r i c i n f o "" "" c s k "" "" b a t t i n g "" "" c o a c h "" "" m i c h a e l "" "" h u s s e y "" "" h a s "" "" b e c o m e "" "" t h e "" "" l a t e s t "" "" m e m b e r "" "" i n "" "" t h e "" "" i p l "" "" b u b b l e "" "" t o "" "" h a v e "" "" t e s t e d "" "" p o s i t i v e "" "" f o r "" "" c o v i d "" "" 1 9"
1,"d a v i d w a r n e r 3 1 "" "" w e "" "" l o v e s "" "" y o u "" "" d o n t "" "" g e t "" "" d i s a p p o i n t e d "" "" w i t h "" "" r r "" "" m a n a g e m e n t "" "" m i s "" "" b e h a v i o u r s"
1,"t h i s "" "" c o n t i n u e s "" "" i p l c a n c e l "" "" i p l 2 0 2 1 "" "" m i "" "" r c b "" "" c s k "" "" k k r"
1,"a c c o r d i n g "" "" t o "" "" e s p n c r i c i n f o "" "" t h e "" "" d o c t o r s "" "" a r e "" "" u n d e r s t o o d "" "" t o "" "" h a v e "" "" t o l d "" "" p u n j a b k i n g s "" "" t h a t "" "" k l "" "" r a h u l "" "" w i l l "" "" b e "" "" a b l e "" "" t o "" "" r e s t a"
1,"r v c j "" "" f b "" "" s r h "" "" n o "" "" d o u b t"
0,"r t "" "" k u l d e e p "" "" c h i n i a "" "" i p l c a n c e l "" "" r c b "" "" f a n s "" "" a f t e r "" "" i p l "" "" g e t s "" "" c a n c e l l e d "" "" b c c i "" "" i p l 2 0 2 1 "" "" i p l c o v i d b r e a c h "" "" r c b "" "" m i "" "" s r h "" "" c s k "" "" r r "" "" p b k s "" "" k k r"
0,"r t "" "" s a t y a m b e i b e r 7 0 8 "" "" i p l "" "" p o s t p o n e d "" "" 2 0 2 1 "" "" i p l 2 0 2 1 "" "" r c b "" "" f a n s "" "" r i g h t "" "" n o w "" "" i p l c a n c e l "" "" i p l 2 0 2 1 "" "" i p l c o v i d b r e a c h "" "" r c b "" "" r c b i a n s"
1,"a m u l "" "" c o o p "" "" a "" "" s a n d e e p "" "" s h a r m a "" "" b "" "" k h a l e e l "" "" a h m e d "" "" c "" "" v i j a y "" "" s h a n k a r "" "" a m o o l c o o l "" "" c h i l l y o u r d i l "" "" s r h "" "" d i l c h i l l e r "" "" a m u l "" "" c o o p"
1,"r t "" "" i n d i a t v s p o r t s "" "" r c b "" "" i p l 2 0 2 1 "" "" t h e "" "" r c b "" "" b a t s m a n "" "" r e c o l l e c t e d "" "" h i s "" "" e x p e r i e n c e "" "" o f "" "" p l a y i n g "" "" w i t h "" "" t h e "" "" f r a n c h i s e "" "" t w o "" "" b i g "" "" s t a r s "" "" v i r a t "" "" k o h l i "" "" a"
1,"r t "" "" p u n j a b k i n g s i p l "" "" a "" "" s u p p o r t i v e "" "" r o l e "" "" w i t h "" "" t h e "" "" b a t "" "" r a n "" "" r i o t "" "" w i t h "" "" t h e "" "" b a l l "" "" t h i s i s b r a r "" "" d e s e r v e d l y "" "" b a g s "" "" t h e "" "" b k t t i r e s "" "" c o m m a n d e r "" "" o f "" "" t h e "" "" m"
1,"t h i s "" "" t i m e "" "" m o s t "" "" h a p p i e s t "" "" t e a m "" "" k k r "" "" a n d "" "" s r h "" "" k k r "" "" s r h"
1,"p r o u d "" "" f a n "" "" o f "" "" c a p t a i n "" "" v i r a t "" "" k o h l i "" "" i m v k o h l i "" "" v i r a t k o h l i "" "" p l a y b o l d "" "" r c b "" "" k i n g k o h l i"
1,"r t "" "" a n j a l i "" "" v k "" "" 1 8 "" "" m a r r y "" "" a "" "" r c b "" "" f a n "" "" b e c a u s e "" "" e v e n "" "" i f "" "" y o u "" "" f a i l "" "" i n "" "" l i f e "" "" s h e "" "" w i l l "" "" n o t "" "" l e a v e "" "" y o u "" "" r c b f o r e v e r "" "" r c b "" "" c h l o e a m a n d"
1,"d a v i d "" "" w a r n e r "" "" i s "" "" p l a y i n g "" "" t o d a y "" "" f o r "" "" s r h "" "" a g a i n s t "" "" m i "" "" i p l 2 0 2 1"
0,"r t "" "" h a s a n s y 6 7 5 2 5 4 2 6 "" "" d a v i d w a r n e r 3 1 "" "" c a n d y w a r n e r 1 "" "" b r i n g b a c k w a r n e r "" "" i "" "" c o u l d n t "" "" e a t "" "" o r "" "" s l e e p "" "" p r o p e r l y "" "" a f t e r "" "" t h e "" "" d e c i s i o n "" "" m a d e "" "" b y "" "" s r h "" "" d a v"
1,"r t "" "" p u n j a b k i n g s i p l "" "" w h e n "" "" i t "" "" c o m e s "" "" t o "" "" s a f e t y "" "" s a f e "" "" t o "" "" s a y "" "" w e "" "" t r u s t "" "" e n d u r a m a s s 1 1 "" "" s a d d a p u n j a b "" "" p u n j a b k i n g s "" "" i p l 2 0 2 1"
1,"r t "" "" c r i c k e t r a c k e r "" "" t e l l "" "" u s "" "" a b o u t "" "" t h a t "" "" t w o "" "" p l a y e r s "" "" i n "" "" i p l "" "" 2 0 2 1 "" "" w h o "" "" i m p r e s s e d "" "" y o u "" "" t h e "" "" m o s t "" "" s o "" "" f a r "" "" w h o "" "" d i s a p p o i n t e d "" "" y o u "" "" t h e "" "" m o s t "" "" s o "" "" f a"
1,"r t "" "" k a n a k "" "" v j "" "" b e s t "" "" m o m e n t "" "" o f "" "" i p l 2 0 2 1 "" "" h i s "" "" s m i l e "" "" m e a n s "" "" e v e r y t h i n g "" "" w e "" "" l o v e "" "" y o u "" "" m s d h o n i "" "" a n d "" "" w i l l "" "" m i s s "" "" u "" "" m s d h o n i "" "" w h i s t l e p o d u "" "" c s k "" "" h t"
0,"o t d "" "" i n "" "" 2 0 1 8 "" "" c s k "" "" v s "" "" r c b "" "" c s k "" "" r c b"
1,"j u s t "" "" l i s t e d "" "" b y "" "" c a r o l "" "" p r o v e n z a n o "" "" i n "" "" t r o y "" "" m i "" "" 3 2 8 "" "" s h e f f i e l d "" "" d r i v e "" "" p l e a s e "" "" r e t w e e t"
1,"r t "" "" m s d "" "" a k "" "" a a "" "" s s r "" "" t h e "" "" o n e "" "" a n d "" "" o n l y "" "" g "" "" o "" "" a "" "" t "" "" m s d h o n i "" "" m s d h o n i "" "" t e a m i n d i a "" "" c s k "" "" w h i s t l e p o d u "" "" i p l 2 0 2 1"
1,"i n s t e a d "" "" o f "" "" p o s t p o n i n g "" "" m a t c h e s "" "" a n d "" "" r e s c h e d u l i n g "" "" t h e m "" "" y o u "" "" m a y "" "" p a u s e "" "" t h e "" "" t o u r n a m e n t "" "" f o r "" "" 1 0 "" "" d a y s "" "" a n d "" "" r e s u m e "" "" t h e "" "" t o u r n a m"
0,"r t "" "" u g l y m o n 3 2 6 0 5 9 7 9 "" "" c s k "" "" r e v e n g e "" "" d h o n i "" "" i p l 2 0 2 1 "" "" c s k "" "" r e v e n g e "" "" t n g o v t "" "" t a m i l n a d u "" "" t a m i l "" "" r a i n a "" "" j a d e j a "" "" r a"
0,"a f t e r "" "" i n d i a n "" "" p r e m i e r "" "" l e a g u e "" "" 2 0 2 1 "" "" s u s p e n d e d "" "" s r h "" "" k k r "" "" p u n j a b "" "" r r "" "" t e a m s "" "" b e "" "" l i k e "" "" i p l c a n c e l "" "" k k r h a i t a i y a a r"
1,"r t "" "" w e a r e o r a n g e a r m y "" "" b r i n g b a c k w a r n e r "" "" s r h "" "" s u c c e s s f u l l y "" "" c o m p l e t e d "" "" 2 0 0 k "" "" t w e e t s"
1,"d i w a k a r k u m a r 4 7 "" "" o r a n g e "" "" c a p "" "" w i n n e r s "" "" o f "" "" e a c h "" "" s e a s o n "" "" w i t h "" "" s t a t s "" "" m i v c s k "" "" r o h i t h s h a r m a "" "" d h o n i "" "" c s k "" "" m i"
1,"k "" "" l "" "" r a h u l "" "" d i a g n o s e d "" "" w i t h "" "" a p p e n d i c i t i s "" "" a g a r w a l "" "" t o "" "" l e a d "" "" p u n j a b "" "" i n "" "" h i s "" "" a b s e n c e "" "" k l r a h u l"
0,"r t "" "" m a n d a p r a s a n t h "" "" c a n c e l i p l "" "" r c b v k k r "" "" m i v s s r h "" "" s r h "" "" s r h v m i "" "" i p l 2 0 2 1 "" "" s u n r i s e r s "" "" d a v i d w a r n e r 3 1 "" "" c a n c e l "" "" i p l"
1,"t h a n k "" "" y o u "" "" r c b "" "" t e a m "" "" f o r "" "" g i v i n g "" "" w o n d e r f u l "" "" h a l f "" "" s e a s o n "" "" w i t h "" "" g r e a t "" "" s u c c e s s "" "" a m p "" "" h a p p i n e s s "" "" i n "" "" t h i s "" "" t o u g h "" "" s i t u a t i o n s "" "" w i s h"
1,"r t "" "" p u n j a b k i n g s i p l "" "" w i t h "" "" k l "" "" r a h u l "" "" o u t "" "" w h o "" "" s h o u l d "" "" o p e n "" "" w i t h "" "" m a y a n k "" "" t o n i g h t "" "" s a d d a p u n j a b "" "" p u n j a b k i n g s "" "" i p l 2 0 2 1 "" "" p b k s v d c"
